id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,r_charge_degree,r_days_from_arrest,is_violent_recid,vr_charge_degree,type_of_assessment,score_text,v_type_of_assessment,v_decile_score,v_score_text,start,end,event,two_year_recid,r_days_from_arrest_missing
8876,Male,29,25 - 45,African-American,0,3,0,0,7,0.0,0.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,2,531,0,0,1
8877,Female,56,Greater than 45,Caucasian,0,1,0,0,3,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,787,0,0,1
8879,Male,21,Less than 25,African-American,0,4,0,0,0,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,7,Medium,1,1090,0,0,1
8881,Male,40,25 - 45,African-American,0,10,0,0,0,0.0,0.0,F,1,(MO3),0.0,1,(MO3),Risk of Recidivism,High,Risk of Violence,9,High,4,83,1,1,0
8882,Male,22,Less than 25,African-American,0,9,0,0,2,-1.0,1.0,M,1,(M1),0.0,1,(M1),Risk of Recidivism,High,Risk of Violence,8,High,54,126,0,1,0
8884,Male,39,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,816,0,0,1
8885,Male,22,Less than 25,African-American,0,8,1,0,1,0.0,0.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,10,High,0,99,0,1,0
8887,Female,27,25 - 45,Other,0,6,0,0,5,-2.0,1.0,F,1,(M2),78.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,0,392,1,1,0
8889,Male,36,25 - 45,Caucasian,0,2,0,0,1,0.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,805,0,0,1
8890,Male,30,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,1,860,0,0,1
8893,Male,36,25 - 45,African-American,0,6,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,1,929,0,0,1
8897,Male,32,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,1159,0,0,1
8899,Female,34,25 - 45,African-American,0,9,0,0,5,-1.0,1.0,F,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,2,Low,25,343,1,1,1
8902,Male,23,Less than 25,Other,0,3,0,0,0,-1.0,1.0,M,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,945,1,0,0
8905,Male,52,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,971,0,0,1
8906,Male,20,Less than 25,Caucasian,0,10,1,1,1,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,10,High,12,31,0,1,1
8908,Male,38,25 - 45,African-American,0,4,0,0,5,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,5,852,0,0,1
8909,Male,46,Greater than 45,Caucasian,0,1,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1143,0,0,1
8910,Male,27,25 - 45,African-American,0,4,0,0,0,-1.0,1.0,F,1,(F3),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,5,1,1,1
8914,Male,20,Less than 25,African-American,0,3,0,0,2,-17.0,17.0,F,1,(F3),0.0,1,(M1),Risk of Recidivism,Low,Risk of Violence,5,Medium,0,32,0,1,0
8918,Female,29,25 - 45,Caucasian,0,2,0,0,1,-6.0,7.0,F,1,(M2),157.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,59,1,1,0
8920,Female,35,25 - 45,African-American,0,2,0,0,7,-1.0,1.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,67,1,1,0
8921,Male,37,25 - 45,Caucasian,0,1,0,0,1,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,186,1,1,1
8922,Male,63,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1041,0,0,1
8924,Male,27,25 - 45,African-American,0,4,0,0,1,-1.0,1.0,F,1,(F3),0.0,1,(F3),Risk of Recidivism,Low,Risk of Violence,5,Medium,0,169,0,1,0
8925,Male,27,25 - 45,African-American,0,5,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,2,777,0,0,1
8926,Male,24,Less than 25,African-American,0,6,0,0,2,0.0,0.0,M,1,(F2),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,0,9,1,1,0
8929,Male,30,25 - 45,Hispanic,0,2,0,0,1,0.0,1.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,139,1,1,0
8933,Male,25,25 - 45,Caucasian,0,10,0,0,4,0.0,0.0,F,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,9,High,33,57,1,1,1
8936,Male,27,25 - 45,African-American,0,1,0,0,0,0.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,1,489,0,0,1
8938,Female,48,Greater than 45,African-American,0,5,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,9,809,0,0,1
8939,Female,26,25 - 45,African-American,0,4,0,0,1,-23.0,23.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,0,795,0,0,1
8940,Male,58,Greater than 45,Other,0,1,0,0,0,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,791,0,0,1
8941,Male,23,Less than 25,Caucasian,0,5,0,2,1,-20.0,20.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,6,Medium,0,97,1,1,0
8942,Male,22,Less than 25,Caucasian,0,4,1,1,3,0.0,1.0,M,1,(F3),62.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,0,548,1,1,0
8944,Male,41,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,3,938,0,0,1
8945,Male,21,Less than 25,African-American,0,7,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,7,Medium,0,1172,0,0,1
8948,Male,26,25 - 45,Other,0,2,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,1071,0,0,1
8949,Female,39,25 - 45,African-American,0,6,0,0,3,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,1,541,0,0,1
8954,Male,46,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,822,0,0,1
8959,Male,33,25 - 45,Other,0,8,1,0,7,-1.0,1.0,F,1,(F3),143.0,1,(F3),Risk of Recidivism,High,Risk of Violence,3,Low,115,686,1,1,0
8960,Male,36,25 - 45,African-American,0,4,0,0,2,-1.0,0.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,46,168,1,1,0
8961,Male,20,Less than 25,Native American,0,9,1,0,1,-5.0,5.0,F,1,(M1),1.0,1,(F3),Risk of Recidivism,High,Risk of Violence,9,High,0,204,1,1,0
8962,Male,32,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,817,0,0,1
8964,Male,38,25 - 45,African-American,0,4,0,0,17,-1.0,1.0,M,1,(F1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,601,1,1,0
8967,Male,64,Greater than 45,Hispanic,0,1,0,0,1,-2.0,2.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1033,0,0,1
8969,Male,22,Less than 25,African-American,0,5,0,0,1,-1.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,4,367,1,1,0
8970,Male,69,Greater than 45,Caucasian,0,1,0,0,0,-7.0,7.0,M,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,198,1,1,0
8971,Male,26,25 - 45,African-American,0,4,0,0,2,-23.0,23.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,760,0,0,1
8972,Female,27,25 - 45,African-American,0,6,0,0,1,-1.0,1.0,M,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,15,332,1,1,0
8974,Male,22,Less than 25,African-American,0,8,0,0,2,-1.0,1.0,F,1,(M2),-1.0,1,(M1),Risk of Recidivism,High,Risk of Violence,8,High,0,748,1,0,1
8976,Female,43,25 - 45,Caucasian,0,1,0,0,0,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,831,0,0,1
8983,Female,55,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1057,0,0,1
8984,Male,34,25 - 45,Hispanic,0,1,0,0,0,0.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,77,968,0,0,1
8988,Male,20,Less than 25,African-American,0,2,0,2,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,6,Medium,1,899,0,0,1
8989,Male,22,Less than 25,African-American,0,7,0,0,1,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,7,Medium,0,64,1,1,1
8992,Male,33,25 - 45,Caucasian,0,9,0,0,9,-1.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,5,Medium,48,103,1,1,0
8995,Male,55,Greater than 45,Caucasian,0,8,0,0,7,0.0,0.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,10,High,0,481,0,0,1
8996,Male,22,Less than 25,African-American,0,6,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,8,High,1,47,0,0,1
8997,Male,55,Greater than 45,African-American,0,1,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,8,934,0,0,1
8998,Female,43,25 - 45,Caucasian,0,1,0,0,0,-2.0,2.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,41,0,1,0
8999,Male,21,Less than 25,African-American,0,10,0,3,0,-1.0,1.0,F,1,(M1),0.0,1,(F3),Risk of Recidivism,High,Risk of Violence,9,High,6,318,1,1,0
9004,Male,23,Less than 25,African-American,0,2,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,920,0,0,1
9005,Female,28,25 - 45,Caucasian,0,5,0,0,1,-2.0,2.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,968,0,0,1
9008,Male,45,Greater than 45,Other,0,1,0,0,0,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,1058,0,0,1
9010,Male,39,25 - 45,African-American,0,1,0,0,1,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,13,843,1,0,1
9012,Male,79,Greater than 45,Caucasian,0,1,0,0,1,-22.0,22.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,977,0,0,1
9013,Male,48,Greater than 45,Caucasian,0,1,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,846,0,0,1
9017,Male,20,Less than 25,Hispanic,0,8,2,1,2,-1.0,1.0,F,1,(F2),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,8,High,30,132,1,1,0
9018,Male,31,25 - 45,African-American,1,8,0,0,5,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,3,Low,0,551,0,0,1
9020,Male,30,25 - 45,Caucasian,0,5,1,0,4,-3.0,3.0,M,1,(F3),143.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,13,1,1,0
9022,Male,32,25 - 45,African-American,0,4,0,0,5,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,78,1,1,1
9023,Male,56,Greater than 45,Caucasian,0,1,0,0,1,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,3,740,0,0,1
9028,Male,43,25 - 45,African-American,0,1,0,0,2,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,956,0,0,1
9030,Male,20,Less than 25,Hispanic,0,3,0,2,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,0,750,0,0,1
9031,Male,27,25 - 45,African-American,0,7,0,0,21,0.0,0.0,F,1,(F1),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,35,151,1,1,0
9032,Male,41,25 - 45,African-American,0,6,0,0,0,-4.0,4.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,166,0,0,1
9033,Male,24,Less than 25,Other,0,3,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,56,0,0,1
9034,Male,43,25 - 45,African-American,0,1,0,0,3,-4.0,4.0,M,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,126,1,1,0
9038,Female,33,25 - 45,African-American,0,1,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,919,0,0,1
9039,Male,22,Less than 25,African-American,0,3,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,8,786,0,0,1
9040,Male,34,25 - 45,African-American,0,1,0,0,3,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,800,0,0,1
9041,Male,36,25 - 45,Caucasian,0,1,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1169,0,0,1
9042,Male,69,Greater than 45,Caucasian,0,5,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,1,Low,0,1168,0,0,1
9043,Male,32,25 - 45,Caucasian,0,5,0,0,5,-1.0,1.0,F,1,(F2),0.0,1,(F2),Risk of Recidivism,Medium,Risk of Violence,4,Low,0,363,0,1,0
9044,Male,22,Less than 25,African-American,0,7,0,0,1,0.0,0.0,F,1,(M2),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,5,Medium,0,116,1,1,0
9045,Male,46,Greater than 45,Caucasian,0,5,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,78,843,0,0,1
9046,Male,34,25 - 45,Caucasian,0,5,0,0,1,-14.0,15.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,0,767,0,0,1
9047,Female,32,25 - 45,Hispanic,0,1,0,0,0,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,10,457,0,0,1
9049,Male,39,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,1159,0,0,1
9054,Male,25,25 - 45,African-American,0,7,0,1,6,-1.0,1.0,M,1,(F2),0.0,1,(F2),Risk of Recidivism,Medium,Risk of Violence,7,Medium,1,297,1,1,0
9055,Female,21,Less than 25,Hispanic,0,4,0,1,0,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,6,Medium,0,28,1,1,1
9056,Male,63,Greater than 45,African-American,0,6,0,0,9,0.0,1.0,F,1,(F3),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,1,Low,2,59,1,1,0
9058,Male,24,Less than 25,Caucasian,0,4,0,0,8,-1.0,1.0,F,1,(M2),100.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,0,466,1,1,0
9060,Male,29,25 - 45,Caucasian,0,5,0,0,2,-2.0,2.0,M,1,(M1),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,0,101,0,0,0
9061,Male,20,Less than 25,African-American,0,8,3,0,3,0.0,0.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,8,High,0,180,0,1,0
9062,Female,40,25 - 45,Caucasian,0,5,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,2,774,0,0,1
9064,Male,30,25 - 45,African-American,0,8,0,0,7,0.0,0.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,4,Low,0,462,1,1,0
9070,Male,50,Greater than 45,Caucasian,0,7,0,0,5,-8.0,8.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,1,Low,0,915,1,0,0
9072,Male,37,25 - 45,African-American,0,7,0,0,4,-1.0,1.0,M,1,(M1),0.0,1,(F3),Risk of Recidivism,Medium,Risk of Violence,7,Medium,74,125,0,1,0
9074,Male,34,25 - 45,African-American,0,7,0,0,1,0.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,502,0,0,1
9075,Female,35,25 - 45,Hispanic,0,2,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,743,0,0,1
9076,Female,31,25 - 45,African-American,0,2,0,0,1,-1.0,1.0,M,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,258,1,1,1
9077,Male,23,Less than 25,Caucasian,0,7,0,1,10,-1.0,0.0,F,1,(F3),1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,6,Medium,69,854,1,0,0
9079,Male,22,Less than 25,Hispanic,0,4,0,0,0,-1.0,1.0,F,1,(M2),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,5,Medium,32,485,1,1,0
9080,Male,37,25 - 45,Caucasian,0,1,0,0,2,-1.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,4,118,1,1,0
9081,Male,20,Less than 25,Other,0,4,0,0,0,-2.0,2.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,7,Medium,0,297,0,0,1
9085,Male,26,25 - 45,Caucasian,0,5,0,0,2,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,0,1102,0,0,1
9086,Male,34,25 - 45,African-American,0,9,0,0,12,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,5,Medium,11,180,0,1,0
9087,Male,59,Greater than 45,Caucasian,0,1,0,0,2,-15.0,15.0,M,1,(M2),-1.0,1,(M1),Risk of Recidivism,Low,Risk of Violence,1,Low,0,27,0,1,1
9089,Male,37,25 - 45,Caucasian,0,2,0,0,2,-12.0,12.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,0,34,0,0,1
9091,Male,38,25 - 45,Other,0,1,0,0,0,-1.0,1.0,F,1,(M2),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,0,509,1,1,1
9092,Male,45,Greater than 45,Caucasian,0,1,0,0,1,-1.0,1.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,4,177,1,1,0
9093,Male,22,Less than 25,African-American,0,8,0,0,1,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,7,Medium,35,798,0,0,1
9094,Male,24,Less than 25,African-American,0,8,0,1,3,26.0,1.0,F,1,(F3),-1.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,6,Medium,0,17,1,1,1
9096,Male,25,25 - 45,African-American,0,5,0,0,5,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,7,Medium,375,1159,0,0,1
9097,Male,24,Less than 25,African-American,0,6,0,0,6,-1.0,1.0,F,1,(M2),116.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,6,Medium,0,121,1,1,0
9102,Male,20,Less than 25,African-American,0,4,0,0,1,-1.0,1.0,M,1,(M1),-1.0,1,(M1),Risk of Recidivism,Low,Risk of Violence,7,Medium,0,653,1,1,1
9106,Female,32,25 - 45,Caucasian,0,2,0,0,2,-1.0,1.0,F,1,(F3),11.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,0,436,1,1,0
9110,Male,49,Greater than 45,African-American,0,8,0,0,3,-1.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,High,Risk of Violence,2,Low,0,45,0,1,0
9112,Male,31,25 - 45,Caucasian,0,7,0,0,11,-1.0,1.0,F,1,(M2),78.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,2,Low,0,21,1,1,0
9115,Male,58,Greater than 45,Caucasian,0,7,0,0,7,-1.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,3,Low,185,250,1,1,0
9116,Male,50,Greater than 45,Hispanic,0,1,0,0,2,0.0,0.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,1,767,0,0,1
9119,Male,26,25 - 45,African-American,0,7,1,1,11,-1.0,1.0,F,1,(M1),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,0,107,1,1,0
9120,Male,20,Less than 25,African-American,1,6,0,0,1,-20.0,20.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,8,High,0,786,0,0,1
9125,Male,51,Greater than 45,Caucasian,0,2,0,0,1,-1.0,1.0,M,1,(M1),-1.0,1,(M1),Risk of Recidivism,Low,Risk of Violence,1,Low,1,148,1,1,1
9126,Male,30,25 - 45,African-American,0,2,0,0,2,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,17,77,0,0,1
9127,Male,39,25 - 45,Other,0,1,0,0,0,-1.0,1.0,M,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,1,Low,2,757,1,0,1
9129,Male,26,25 - 45,African-American,0,6,0,0,2,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,32,1091,0,0,1
9131,Male,20,Less than 25,Other,0,5,0,0,0,-1.0,1.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,6,Medium,0,893,0,0,1
9133,Female,26,25 - 45,Caucasian,0,5,0,0,0,-4.0,4.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,4,Low,0,1131,0,0,1
9136,Male,26,25 - 45,African-American,0,4,0,0,5,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,3,Low,2,171,0,0,1
9143,Male,20,Less than 25,Caucasian,0,2,0,2,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,6,Medium,0,847,0,0,1
9144,Male,28,25 - 45,African-American,0,3,0,0,0,0.0,0.0,F,1,(M1),0.0,1,(M1),Risk of Recidivism,Low,Risk of Violence,3,Low,15,111,1,1,0
9145,Male,23,Less than 25,African-American,0,2,1,2,1,-1.0,1.0,M,1,(M1),-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,4,Low,0,465,1,1,1
9146,Female,21,Less than 25,African-American,0,5,0,0,0,-4.0,4.0,M,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,7,Medium,0,277,0,0,1
9147,Male,25,25 - 45,Other,0,9,0,0,0,-1.0,1.0,F,1,(F1),0.0,1,(F7),Risk of Recidivism,High,Risk of Violence,8,High,0,83,1,1,0
9148,Male,30,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,F,0,No_Recidivism,-1.0,0,No_Recidivism,Risk of Recidivism,Low,Risk of Violence,2,Low,1,887,0,0,1
9150,Male,21,Less than 25,Caucasian,0,9,2,7,2,-3.0,4.0,F,1,(MO3),0.0,1,(F2),Risk of Recidivism,High,Risk of Violence,9,High,0,473,1,1,0
9155,Male,20,Less than 25,Caucasian,1,7,0,0,1,13.0,77.0,F,1,(F3),0.0,0,No_Recidivism,Risk of Recidivism,Medium,Risk of Violence,9,High,0,13,0,1,0
