dataset_origin,id,race_group,sex,target_2yr_recid
COMPAS,6117,Black,M,1
COMPAS,6123,White,F,0
COMPAS,6125,Black,M,0
COMPAS,6127,Black,M,0
COMPAS,6131,Black,M,0
COMPAS,6133,White,M,0
COMPAS,6135,Black,M,1
COMPAS,6137,White,M,0
COMPAS,6140,Black,M,0
COMPAS,6143,Black,M,1
COMPAS,6146,Black,M,0
COMPAS,6147,Black,M,1
COMPAS,6148,Black,F,0
COMPAS,6149,Black,M,1
COMPAS,6150,White,M,0
COMPAS,6152,Black,M,0
COMPAS,6153,Black,M,0
COMPAS,6154,Black,M,0
COMPAS,6156,White,M,0
COMPAS,6159,Black,M,0
COMPAS,6160,Black,M,1
COMPAS,6161,Black,M,0
COMPAS,6162,White,F,0
COMPAS,6164,Black,F,0
COMPAS,6165,White,M,1
COMPAS,6166,White,M,1
COMPAS,6169,White,M,1
COMPAS,6170,Black,M,1
COMPAS,6171,Black,F,0
COMPAS,6172,White,M,1
COMPAS,6173,Black,M,0
COMPAS,6177,Black,M,0
COMPAS,6178,White,M,0
COMPAS,6179,White,M,1
COMPAS,6182,Black,M,0
COMPAS,6183,White,F,0
COMPAS,6185,Black,M,1
COMPAS,6189,White,F,0
COMPAS,6191,Black,F,0
COMPAS,6192,White,M,0
COMPAS,6193,Black,M,0
COMPAS,6195,White,F,1
COMPAS,6196,Black,M,1
COMPAS,6198,White,M,0
COMPAS,6200,Other,M,0
COMPAS,6201,White,F,0
COMPAS,6202,Other,M,1
COMPAS,6203,Black,M,0
COMPAS,6205,Black,M,1
COMPAS,6206,Other,M,0
COMPAS,6207,Black,M,1
COMPAS,6208,Black,M,0
COMPAS,6210,Black,M,1
COMPAS,6212,Black,M,0
COMPAS,6215,Other,F,0
COMPAS,6216,Black,M,1
COMPAS,6221,White,M,0
COMPAS,6222,Other,M,1
COMPAS,6223,Other,M,0
COMPAS,6224,Other,M,0
COMPAS,6226,White,F,1
COMPAS,6228,White,M,0
COMPAS,6229,White,M,1
COMPAS,6230,Other,F,0
COMPAS,6231,Black,M,0
COMPAS,6236,Other,M,0
COMPAS,6238,Other,M,0
COMPAS,6239,Black,M,0
COMPAS,6240,Black,M,0
COMPAS,6241,White,M,0
COMPAS,6242,White,F,0
COMPAS,6244,Other,M,1
COMPAS,6247,Black,M,1
COMPAS,6248,White,M,0
COMPAS,6249,White,M,1
COMPAS,6250,Black,M,1
COMPAS,6251,Black,M,0
COMPAS,6256,Black,M,1
COMPAS,6259,White,M,0
COMPAS,6260,White,M,1
COMPAS,6264,Black,F,0
COMPAS,6267,White,F,1
COMPAS,6268,Black,F,0
COMPAS,6271,White,M,0
COMPAS,6274,Other,M,1
COMPAS,6278,Black,F,0
COMPAS,6280,Black,M,0
COMPAS,6281,White,M,0
COMPAS,6282,Other,M,1
COMPAS,6284,Black,M,0
COMPAS,6285,White,F,1
COMPAS,6286,Black,M,1
COMPAS,6287,White,M,0
COMPAS,6289,White,F,1
COMPAS,6292,Black,M,0
COMPAS,6293,Black,F,0
COMPAS,6296,Black,M,1
COMPAS,6297,White,F,0
COMPAS,6299,Black,F,0
COMPAS,6300,Black,M,0
COMPAS,6301,Black,M,1
COMPAS,6302,Black,M,0
COMPAS,6303,Other,F,0
COMPAS,6304,Black,M,1
COMPAS,6312,Black,M,1
COMPAS,6314,White,M,1
COMPAS,6315,Black,M,1
COMPAS,6317,White,M,1
COMPAS,6319,Black,M,1
COMPAS,6320,Black,M,1
COMPAS,6322,White,M,1
COMPAS,6323,White,M,1
COMPAS,6324,Other,M,0
COMPAS,6326,White,M,1
COMPAS,6328,Black,F,0
COMPAS,6330,White,F,0
COMPAS,6332,Black,M,1
COMPAS,6335,Black,M,0
COMPAS,6336,Black,M,1
COMPAS,6337,Black,M,0
COMPAS,6338,Black,M,1
COMPAS,6339,Black,M,1
COMPAS,6341,Other,M,0
COMPAS,6345,Black,M,0
COMPAS,6347,Black,M,1
COMPAS,6349,Black,F,0
COMPAS,6353,Black,M,0
COMPAS,6354,White,F,1
COMPAS,6356,Other,M,1
COMPAS,6359,Black,M,1
COMPAS,6360,White,M,0
COMPAS,6361,Black,M,0
COMPAS,6362,Other,F,1
COMPAS,6365,Black,M,1
COMPAS,6367,Black,M,1
COMPAS,6368,Black,M,1
COMPAS,6371,Black,M,1
COMPAS,6372,Black,M,1
COMPAS,6373,Black,M,1
COMPAS,6375,Black,M,1
COMPAS,6376,Black,M,0
COMPAS,6377,White,M,1
COMPAS,6379,White,M,0
COMPAS,6380,Black,M,0
COMPAS,6381,Black,M,1
COMPAS,6382,Black,M,0
COMPAS,6383,White,M,1
COMPAS,6384,Black,M,1
COMPAS,6386,Other,M,1
COMPAS,6387,Other,F,0
COMPAS,6389,White,F,1
COMPAS,6391,Black,M,1
COMPAS,6392,Black,M,1
COMPAS,6393,Black,M,1
COMPAS,6394,Black,M,0
COMPAS,6396,White,M,0
COMPAS,6398,White,F,0
COMPAS,6399,White,M,0
COMPAS,6400,Black,M,1
COMPAS,6401,White,M,0
COMPAS,6402,Black,F,0
COMPAS,6409,Black,M,1
COMPAS,6412,Other,M,0
COMPAS,6413,Black,M,0
COMPAS,6420,Black,M,1
COMPAS,6422,Black,F,0
COMPAS,6424,Other,M,0
COMPAS,6425,Black,F,0
COMPAS,6426,Other,M,1
COMPAS,6428,White,F,1
COMPAS,6430,Black,M,0
COMPAS,6431,Other,F,1
COMPAS,6432,White,F,0
COMPAS,6433,White,F,1
COMPAS,6436,Other,M,0
COMPAS,6439,Black,M,1
COMPAS,6441,Black,M,0
COMPAS,6442,Black,M,1
COMPAS,6443,White,M,0
COMPAS,6446,White,M,1
COMPAS,6447,Black,M,0
COMPAS,6448,White,M,1
COMPAS,6449,Black,M,1
COMPAS,6450,Black,M,0
COMPAS,6451,Black,M,1
COMPAS,6453,Black,M,1
COMPAS,6458,Other,F,0
COMPAS,6459,Black,M,1
COMPAS,6462,Black,M,1
COMPAS,6463,Black,M,0
COMPAS,6466,White,M,0
COMPAS,6467,Black,M,0
COMPAS,6468,Black,F,0
COMPAS,6469,Other,M,1
COMPAS,6470,Black,F,1
COMPAS,6471,White,M,1
COMPAS,6473,Black,M,1
COMPAS,6477,White,M,1
COMPAS,6478,Other,F,1
COMPAS,6480,Black,M,1
COMPAS,6481,Black,F,0
COMPAS,6482,Black,M,1
COMPAS,6483,White,M,0
COMPAS,6484,White,F,0
COMPAS,6485,Black,M,0
COMPAS,6487,Black,F,0
COMPAS,6488,White,F,0
COMPAS,6489,Black,M,1
COMPAS,6490,Black,M,1
COMPAS,6491,White,F,1
COMPAS,6492,White,M,0
COMPAS,6495,Other,M,0
COMPAS,6496,White,M,0
COMPAS,6497,Black,M,1
COMPAS,6500,White,F,0
COMPAS,6501,Black,F,0
COMPAS,6502,Black,M,1
COMPAS,6503,Other,M,1
COMPAS,6505,White,M,0
COMPAS,6508,Black,F,0
COMPAS,6511,Black,M,1
COMPAS,6512,White,M,0
COMPAS,6514,White,M,0
COMPAS,6520,Black,F,0
COMPAS,6521,White,F,1
COMPAS,6522,Black,M,1
COMPAS,6524,White,M,0
COMPAS,6525,White,M,1
COMPAS,6526,Other,F,0
COMPAS,6527,Black,F,0
COMPAS,6528,Black,M,1
COMPAS,6529,Other,M,1
COMPAS,6531,Black,M,1
COMPAS,6533,Other,F,0
COMPAS,6534,Black,F,0
COMPAS,6535,White,M,1
COMPAS,6536,White,M,0
COMPAS,6537,White,M,1
COMPAS,6539,Other,M,0
COMPAS,6546,Other,M,0
COMPAS,6547,Other,M,1
COMPAS,6548,Black,M,1
COMPAS,6549,Black,M,1
COMPAS,6550,Black,M,1
COMPAS,6551,White,M,0
COMPAS,6552,White,F,1
COMPAS,6554,Black,F,0
COMPAS,6558,White,M,1
COMPAS,6560,Black,F,0
COMPAS,6563,White,M,1
COMPAS,6564,White,M,0
COMPAS,6566,Black,M,1
COMPAS,6570,White,M,0
COMPAS,6571,Black,M,1
COMPAS,6572,White,M,0
COMPAS,6573,Other,M,1
COMPAS,6574,Black,F,1
COMPAS,6577,White,M,0
COMPAS,6580,White,M,0
COMPAS,6583,Black,M,0
COMPAS,6584,White,M,0
COMPAS,6585,Black,M,1
COMPAS,6586,White,F,1
COMPAS,6587,Black,M,1
COMPAS,6588,Black,M,0
COMPAS,6589,Black,F,1
COMPAS,6591,Black,F,0
COMPAS,6592,White,F,0
COMPAS,6593,Black,M,0
COMPAS,6594,Black,M,0
COMPAS,6595,Black,M,0
COMPAS,6596,Black,M,1
COMPAS,6597,Black,M,1
COMPAS,6600,Other,M,1
COMPAS,6601,Black,M,0
COMPAS,6604,Black,M,1
COMPAS,6605,Black,F,0
COMPAS,6606,Black,M,0
COMPAS,6608,White,M,1
COMPAS,6611,Black,M,0
COMPAS,6613,Black,M,0
COMPAS,6614,White,M,0
COMPAS,6615,Other,F,0
COMPAS,6616,White,M,1
COMPAS,6621,Other,M,1
COMPAS,6624,Other,M,1
COMPAS,6626,Black,M,0
COMPAS,6629,White,F,1
COMPAS,6631,Black,M,1
COMPAS,6634,Black,M,1
COMPAS,6636,White,M,0
COMPAS,6637,White,F,0
COMPAS,6638,Black,M,1
COMPAS,6639,Black,M,0
COMPAS,6641,Black,M,1
COMPAS,6642,White,M,0
COMPAS,6645,Black,F,0
COMPAS,6646,Black,M,1
COMPAS,6649,White,M,1
COMPAS,6650,Black,M,1
COMPAS,6651,Black,F,0
COMPAS,6653,White,F,0
COMPAS,6654,Black,M,1
COMPAS,6655,Black,F,0
COMPAS,6657,Black,F,1
COMPAS,6658,Black,M,1
COMPAS,6659,Black,M,0
COMPAS,6660,White,M,1
COMPAS,6661,White,M,0
COMPAS,6662,Black,M,0
COMPAS,6663,Black,M,0
COMPAS,6665,Black,F,0
COMPAS,6667,Black,F,0
COMPAS,6668,Black,M,1
COMPAS,6670,White,M,1
COMPAS,6671,White,F,1
COMPAS,6672,Black,M,1
COMPAS,6679,Other,F,1
COMPAS,6681,Black,M,1
COMPAS,6683,Black,F,1
COMPAS,6685,Black,M,0
COMPAS,6686,White,M,1
COMPAS,6687,White,M,1
COMPAS,6688,White,M,0
COMPAS,6689,White,M,0
COMPAS,6690,Black,M,1
COMPAS,6692,White,M,0
COMPAS,6693,White,M,0
COMPAS,6695,Black,M,0
COMPAS,6696,Black,M,0
COMPAS,6697,White,M,0
COMPAS,6698,Black,M,1
COMPAS,6699,White,F,0
COMPAS,6702,Black,F,0
COMPAS,6703,Black,M,0
COMPAS,6704,White,M,0
COMPAS,6705,White,F,0
COMPAS,6706,Black,M,1
COMPAS,6708,Black,M,0
COMPAS,6713,Other,M,0
COMPAS,6715,Black,F,0
COMPAS,6717,White,F,0
COMPAS,6719,Black,M,1
COMPAS,6721,Black,F,0
COMPAS,6722,White,M,0
COMPAS,6729,Other,F,0
COMPAS,6730,Black,F,0
COMPAS,6731,White,F,0
COMPAS,6732,White,M,1
COMPAS,6733,Black,M,0
COMPAS,6735,Other,F,0
COMPAS,6737,Black,M,1
COMPAS,6739,Black,M,1
COMPAS,6740,Black,F,1
COMPAS,6741,Black,M,0
COMPAS,6744,Black,M,1
COMPAS,6747,Black,M,1
COMPAS,6748,Other,M,0
COMPAS,6749,White,F,0
COMPAS,6751,White,M,1
COMPAS,6754,Other,F,0
COMPAS,6755,Black,F,1
COMPAS,6756,White,M,1
COMPAS,6758,White,F,1
COMPAS,6759,Black,M,1
COMPAS,6760,Black,M,0
COMPAS,6763,White,F,0
COMPAS,6766,Black,M,1
COMPAS,6769,White,F,0
COMPAS,6771,Black,M,0
COMPAS,6773,White,F,0
COMPAS,6774,Other,M,0
COMPAS,6775,Black,M,1
COMPAS,6776,White,M,0
COMPAS,6778,Black,M,0
COMPAS,6780,Black,F,0
COMPAS,6781,White,M,0
COMPAS,6782,Other,M,0
COMPAS,6783,Black,F,1
COMPAS,6784,Other,M,0
COMPAS,6786,Other,M,0
COMPAS,6788,Black,M,0
COMPAS,6791,Black,M,0
COMPAS,6793,White,F,0
COMPAS,6794,White,M,1
COMPAS,6796,Black,M,1
COMPAS,6798,White,M,0
COMPAS,6800,Black,M,0
COMPAS,6801,White,M,0
COMPAS,6802,White,F,0
COMPAS,6803,Black,M,1
COMPAS,6804,White,M,1
COMPAS,6805,Black,M,1
COMPAS,6808,Other,M,0
COMPAS,6809,Black,M,0
COMPAS,6810,Black,M,1
COMPAS,6811,Black,M,1
COMPAS,6812,White,M,0
COMPAS,6813,Other,M,0
COMPAS,6815,Black,M,0
COMPAS,6816,Black,F,0
COMPAS,6818,White,F,1
COMPAS,6819,Other,M,1
COMPAS,6820,Black,M,0
COMPAS,6824,Other,M,0
COMPAS,6825,Black,M,1
COMPAS,6827,Black,M,1
COMPAS,6828,White,M,0
COMPAS,6830,White,F,1
COMPAS,6834,Other,M,0
COMPAS,6836,White,M,1
COMPAS,6838,White,F,1
COMPAS,6840,Black,M,1
COMPAS,6846,Black,M,1
COMPAS,6847,Black,F,0
COMPAS,6850,White,M,1
COMPAS,6851,White,M,1
COMPAS,6852,Other,M,1
COMPAS,6855,White,M,1
COMPAS,6857,Black,F,0
COMPAS,6858,White,M,0
COMPAS,6859,White,M,1
COMPAS,6862,Black,M,0
COMPAS,6863,Black,M,0
COMPAS,6864,Black,M,1
COMPAS,6866,Black,F,0
COMPAS,6870,White,M,0
COMPAS,6875,White,M,0
COMPAS,6877,Black,F,0
COMPAS,6878,White,M,1
COMPAS,6881,Other,M,0
COMPAS,6882,Black,M,1
COMPAS,6883,White,F,0
COMPAS,6884,White,M,0
COMPAS,6885,Other,F,1
COMPAS,6886,Black,M,1
COMPAS,6888,Black,F,0
COMPAS,6889,White,M,1
COMPAS,6892,Black,M,1
COMPAS,6893,Black,M,0
COMPAS,6894,Black,M,0
COMPAS,6896,Other,M,1
COMPAS,6899,White,M,0
COMPAS,6900,Black,M,1
COMPAS,6901,Black,F,0
COMPAS,6904,Black,F,0
COMPAS,6906,Other,F,0
COMPAS,6908,Black,M,1
COMPAS,6910,Black,M,1
COMPAS,6911,Other,M,1
COMPAS,6915,Black,M,1
COMPAS,6916,Black,M,0
COMPAS,6919,Black,F,1
COMPAS,6920,Black,M,0
COMPAS,6921,Black,M,0
COMPAS,6923,Black,M,0
COMPAS,6924,Black,M,1
COMPAS,6926,White,M,1
COMPAS,6927,Black,M,1
COMPAS,6929,White,M,0
COMPAS,6931,Black,M,0
COMPAS,6932,White,M,1
COMPAS,6934,Black,F,0
COMPAS,6936,Black,M,1
COMPAS,6937,White,F,0
COMPAS,6939,White,M,0
COMPAS,6941,Black,F,1
COMPAS,6943,Black,F,1
COMPAS,6944,White,F,0
COMPAS,6946,Black,M,1
COMPAS,6947,Black,F,1
COMPAS,6948,Black,M,0
COMPAS,6949,White,M,1
COMPAS,6950,White,M,0
COMPAS,6952,Black,M,0
COMPAS,6955,Black,M,1
COMPAS,6957,Black,M,1
COMPAS,6959,Other,M,0
COMPAS,6960,Black,F,0
COMPAS,6961,Black,M,1
COMPAS,6963,White,F,0
COMPAS,6965,Other,F,0
COMPAS,6967,White,M,0
COMPAS,6968,Black,M,1
COMPAS,6971,Black,M,1
COMPAS,6975,Black,M,1
COMPAS,6976,White,M,0
COMPAS,6977,Other,F,1
COMPAS,6979,White,M,0
COMPAS,6980,Black,F,1
COMPAS,6981,White,M,1
COMPAS,6982,Other,M,1
COMPAS,6983,Black,M,0
COMPAS,6986,Other,M,0
COMPAS,6991,Black,M,1
COMPAS,6996,Black,F,1
COMPAS,6997,Black,M,1
COMPAS,6999,Black,M,0
COMPAS,7003,Black,M,1
COMPAS,7004,White,M,0
COMPAS,7006,White,F,1
COMPAS,7007,Black,F,0
COMPAS,7008,Black,M,1
COMPAS,7010,Black,M,1
COMPAS,7011,Black,M,0
COMPAS,7012,Black,M,0
COMPAS,7015,White,M,0
COMPAS,7020,White,M,1
COMPAS,7022,Black,M,1
COMPAS,7023,White,M,0
COMPAS,7024,White,M,0
COMPAS,7025,Black,F,1
COMPAS,7026,Black,M,0
COMPAS,7027,Black,M,1
COMPAS,7028,White,M,1
COMPAS,7029,Black,M,1
COMPAS,7030,Other,M,0
COMPAS,7032,White,F,0
COMPAS,7033,Black,M,0
COMPAS,7034,White,M,1
COMPAS,7036,Other,M,1
COMPAS,7037,Black,M,1
COMPAS,7039,White,F,1
COMPAS,7040,White,M,0
COMPAS,7041,Black,M,1
COMPAS,7043,Black,M,0
COMPAS,7044,Black,M,0
COMPAS,7047,Other,M,0
COMPAS,7048,Black,M,1
COMPAS,7051,Black,M,0
COMPAS,7053,Black,M,0
COMPAS,7054,White,M,0
COMPAS,7060,Black,F,0
COMPAS,7061,White,M,1
COMPAS,7064,Black,M,1
COMPAS,7067,White,M,1
COMPAS,7074,White,F,1
COMPAS,7076,White,F,1
COMPAS,7077,Black,M,1
COMPAS,7079,White,M,0
COMPAS,7080,White,F,0
COMPAS,7082,Other,M,0
COMPAS,7084,White,F,0
COMPAS,7087,Other,M,0
COMPAS,7092,White,M,0
COMPAS,7095,Other,M,0
COMPAS,7098,Black,M,1
COMPAS,7099,Black,M,0
COMPAS,7100,Black,M,1
COMPAS,7101,White,F,0
COMPAS,7104,White,M,1
COMPAS,7105,Black,M,1
COMPAS,7107,Black,M,1
COMPAS,7109,White,M,0
COMPAS,7111,White,M,1
COMPAS,7112,Black,M,1
COMPAS,7114,Black,M,1
COMPAS,7116,Black,M,0
COMPAS,7117,White,M,0
COMPAS,7119,Black,M,0
COMPAS,7120,White,M,1
COMPAS,7121,Other,M,0
COMPAS,7123,Black,M,1
COMPAS,7125,Black,F,0
COMPAS,7126,White,F,0
COMPAS,7127,Other,M,0
COMPAS,7130,White,M,1
COMPAS,7131,Black,M,1
COMPAS,7136,Black,M,1
COMPAS,7139,Black,F,0
COMPAS,7141,White,M,0
COMPAS,7142,Other,F,0
COMPAS,7143,Black,M,0
COMPAS,7144,Black,M,0
COMPAS,7145,Black,M,1
COMPAS,7148,Other,M,0
COMPAS,7149,White,M,0
COMPAS,7150,Black,F,1
COMPAS,7153,Black,M,0
COMPAS,7154,White,M,0
COMPAS,7156,Black,M,0
COMPAS,7157,Other,M,0
COMPAS,7158,White,M,1
COMPAS,7159,Other,M,0
COMPAS,7160,Black,M,1
COMPAS,7162,Black,M,1
COMPAS,7163,Black,M,1
COMPAS,7164,White,M,0
COMPAS,7166,Black,F,0
COMPAS,7167,Black,F,0
COMPAS,7170,White,M,0
COMPAS,7171,White,M,0
COMPAS,7176,White,M,0
COMPAS,7177,Other,M,0
COMPAS,7178,Black,M,1
COMPAS,7180,Other,M,0
COMPAS,7184,Black,M,1
COMPAS,7185,Other,M,0
COMPAS,7186,White,F,0
COMPAS,7187,Black,M,1
COMPAS,7189,White,M,1
COMPAS,7190,Other,F,1
COMPAS,7192,Other,F,0
COMPAS,7196,Black,M,0
COMPAS,7197,White,M,0
COMPAS,7198,Black,M,1
COMPAS,7199,Black,M,0
COMPAS,7200,Black,M,0
COMPAS,7203,Black,M,0
COMPAS,7204,White,M,0
COMPAS,7205,White,M,1
COMPAS,7206,Other,M,1
COMPAS,7210,Black,M,0
COMPAS,7211,Black,M,1
COMPAS,7214,Black,F,1
COMPAS,7216,Black,M,1
COMPAS,7219,Black,M,0
COMPAS,7222,White,F,1
COMPAS,7223,Black,M,0
COMPAS,7224,Black,M,1
COMPAS,7225,Black,M,1
COMPAS,7226,White,M,1
COMPAS,7227,White,M,0
COMPAS,7228,White,M,1
COMPAS,7231,Black,M,0
COMPAS,7234,Other,M,0
COMPAS,7237,White,M,0
COMPAS,7238,White,F,0
COMPAS,7239,Other,M,1
COMPAS,7240,Black,M,0
COMPAS,7242,Black,F,0
COMPAS,7243,Black,M,1
COMPAS,7245,Black,M,1
COMPAS,7246,White,M,0
COMPAS,7247,Black,F,1
COMPAS,7249,Black,F,0
COMPAS,7252,Black,F,1
COMPAS,7254,White,M,1
COMPAS,7255,Black,M,1
COMPAS,7257,White,M,1
COMPAS,7258,Black,M,1
COMPAS,7259,White,M,0
COMPAS,7260,Other,M,1
COMPAS,7265,Black,M,0
COMPAS,7266,White,M,0
COMPAS,7269,White,F,0
COMPAS,7271,White,F,0
COMPAS,7272,Black,M,0
COMPAS,7275,White,F,0
COMPAS,7276,White,M,0
COMPAS,7279,Black,M,1
COMPAS,7280,Black,M,1
COMPAS,7281,White,M,0
COMPAS,7283,Black,F,0
COMPAS,7284,White,M,0
COMPAS,7285,Black,M,1
COMPAS,7286,White,M,0
COMPAS,7288,Black,M,1
COMPAS,7289,Black,M,1
COMPAS,7292,Black,F,0
COMPAS,7293,Black,M,0
COMPAS,7294,Other,M,1
COMPAS,7296,Other,M,0
COMPAS,7298,Black,F,0
COMPAS,7299,Black,M,1
COMPAS,7301,Black,M,1
COMPAS,7302,Black,M,1
COMPAS,7304,White,M,0
COMPAS,7305,Other,F,1
COMPAS,7308,White,M,1
COMPAS,7310,White,M,0
COMPAS,7311,Other,M,0
COMPAS,7312,White,M,1
COMPAS,7315,Black,M,1
COMPAS,7317,Black,M,0
COMPAS,7319,White,M,1
COMPAS,7320,White,M,1
COMPAS,7321,Black,M,0
COMPAS,7322,Other,M,1
COMPAS,7323,Black,M,1
COMPAS,7324,White,M,0
COMPAS,7326,Black,M,0
COMPAS,7327,Black,M,0
COMPAS,7330,Black,F,1
COMPAS,7331,White,F,1
COMPAS,7332,Other,M,1
COMPAS,7334,Black,M,1
COMPAS,7335,Black,M,1
COMPAS,7337,Other,M,0
COMPAS,7338,Black,M,1
COMPAS,7339,Black,M,1
COMPAS,7340,White,F,1
COMPAS,7341,Black,M,1
COMPAS,7342,White,M,1
COMPAS,7343,White,M,0
COMPAS,7344,Black,M,1
COMPAS,7345,Black,M,1
COMPAS,7347,Black,F,0
COMPAS,7348,Black,M,0
COMPAS,7351,Other,M,0
COMPAS,7354,White,F,0
COMPAS,7355,White,F,0
COMPAS,7356,Other,M,1
COMPAS,7358,Other,M,0
COMPAS,7359,White,M,0
COMPAS,7362,Black,F,1
COMPAS,7365,White,M,0
COMPAS,7369,Black,M,1
COMPAS,7370,Black,M,0
COMPAS,7373,Black,M,1
COMPAS,7375,Black,M,1
COMPAS,7380,Black,M,1
COMPAS,7381,Black,F,0
COMPAS,7382,Black,M,1
COMPAS,7383,White,M,1
COMPAS,7385,White,M,1
COMPAS,7386,Black,M,1
COMPAS,7387,White,M,0
COMPAS,7388,Other,M,0
COMPAS,7391,Black,M,1
COMPAS,7392,Black,M,0
COMPAS,7393,Black,M,1
COMPAS,7395,Black,M,1
COMPAS,7396,Other,M,0
COMPAS,7399,Other,F,0
COMPAS,7400,Black,F,0
COMPAS,7402,White,M,1
COMPAS,7405,White,F,1
COMPAS,7406,Black,M,1
COMPAS,7410,White,M,0
COMPAS,7411,Black,M,0
COMPAS,7412,White,M,1
COMPAS,7413,Black,M,1
COMPAS,7416,Other,M,0
COMPAS,7417,White,F,0
COMPAS,7419,Black,M,0
COMPAS,7420,White,M,1
COMPAS,7421,White,M,0
COMPAS,7422,Black,M,0
COMPAS,7423,Black,M,1
COMPAS,7424,Black,M,0
COMPAS,7425,Black,M,0
COMPAS,7426,Black,M,0
COMPAS,7427,Black,M,0
COMPAS,7429,White,M,1
COMPAS,7432,White,M,0
COMPAS,7435,Black,F,0
COMPAS,7437,White,F,1
COMPAS,7439,Black,M,1
COMPAS,7440,Black,M,0
COMPAS,7441,Other,M,0
COMPAS,7442,Other,M,1
COMPAS,7443,Black,F,0
COMPAS,7444,Black,M,0
COMPAS,7445,Other,M,1
COMPAS,7446,White,M,0
COMPAS,7447,Black,F,0
COMPAS,7448,Black,F,0
COMPAS,7449,Black,M,1
COMPAS,7450,Black,M,1
COMPAS,7454,Black,M,1
COMPAS,7455,Black,M,0
COMPAS,7457,Black,M,1
COMPAS,7459,Black,M,1
COMPAS,7460,Other,M,1
COMPAS,7462,White,M,1
COMPAS,7464,Black,M,1
COMPAS,7465,White,M,0
COMPAS,7466,White,M,0
COMPAS,7467,Other,F,0
COMPAS,7468,White,M,1
COMPAS,7469,Black,M,1
COMPAS,7472,White,M,0
COMPAS,7476,Black,M,0
COMPAS,7477,Black,M,0
COMPAS,7478,Black,M,1
COMPAS,7479,White,M,0
COMPAS,7481,White,M,1
COMPAS,7482,Black,M,1
COMPAS,7484,Black,F,1
COMPAS,7487,White,M,0
COMPAS,7488,Black,M,1
COMPAS,7490,Black,F,0
COMPAS,7493,Black,F,1
COMPAS,7495,White,M,0
COMPAS,7496,White,M,0
COMPAS,7497,Black,M,1
COMPAS,7499,White,M,0
COMPAS,7500,Black,F,0
COMPAS,7502,White,M,1
COMPAS,7503,Black,M,0
COMPAS,7508,Other,M,0
COMPAS,7510,Black,M,0
COMPAS,7511,Black,M,1
COMPAS,7513,Black,M,1
COMPAS,7514,White,M,0
COMPAS,7515,Black,M,1
COMPAS,7516,Black,M,1
COMPAS,7517,Black,F,0
COMPAS,7519,Black,M,0
COMPAS,7522,Black,M,1
COMPAS,7523,Black,M,1
COMPAS,7524,Other,F,0
COMPAS,7526,White,M,1
COMPAS,7530,Black,F,0
COMPAS,7531,Black,M,1
COMPAS,7534,White,M,1
COMPAS,7536,White,M,0
COMPAS,7537,Other,M,1
COMPAS,7540,Black,M,1
COMPAS,7541,White,M,0
COMPAS,7542,Black,F,1
COMPAS,7543,Other,M,1
COMPAS,7545,White,M,0
COMPAS,7546,White,M,0
COMPAS,7547,White,F,0
COMPAS,7548,Black,M,0
COMPAS,7551,Black,M,1
COMPAS,7553,Other,F,0
COMPAS,7555,White,F,0
COMPAS,7556,White,M,0
COMPAS,7559,White,M,0
COMPAS,7560,White,M,1
COMPAS,7561,White,M,0
COMPAS,7562,Black,M,0
COMPAS,7563,White,F,0
COMPAS,7570,Black,M,0
COMPAS,7571,Black,M,0
COMPAS,7572,White,M,1
COMPAS,7573,Black,M,1
COMPAS,7576,Black,M,1
COMPAS,7577,Other,F,0
COMPAS,7578,Black,F,0
COMPAS,7581,Black,M,1
COMPAS,7585,Other,M,0
COMPAS,7586,Other,M,0
COMPAS,7587,Black,M,1
COMPAS,7589,Black,M,1
COMPAS,7591,Black,M,1
COMPAS,7593,Other,M,1
COMPAS,7595,Other,F,0
COMPAS,7596,Black,M,0
COMPAS,7597,Other,M,0
COMPAS,7602,Black,M,1
COMPAS,7603,Other,M,0
COMPAS,7604,White,M,0
COMPAS,7605,Black,M,1
COMPAS,7606,White,M,1
COMPAS,7607,Black,F,0
COMPAS,7611,White,M,1
COMPAS,7612,White,M,1
COMPAS,7613,Other,M,0
COMPAS,7615,Black,M,0
COMPAS,7618,Other,M,0
COMPAS,7620,Black,M,0
COMPAS,7622,Black,M,1
COMPAS,7625,Other,M,1
COMPAS,7631,White,M,1
COMPAS,7634,Black,M,0
COMPAS,7635,White,M,0
COMPAS,7636,Black,F,0
COMPAS,7637,Other,M,0
COMPAS,7638,Other,M,1
COMPAS,7639,Black,M,0
COMPAS,7640,White,M,1
COMPAS,7644,Black,M,0
COMPAS,7645,Black,M,1
COMPAS,7647,Black,M,0
COMPAS,7648,Black,M,0
COMPAS,7649,Black,M,1
COMPAS,7650,White,M,1
COMPAS,7651,Other,M,0
COMPAS,7652,Black,M,1
COMPAS,7653,Black,M,1
COMPAS,7654,Black,M,0
COMPAS,7655,Other,M,0
COMPAS,7659,White,M,0
COMPAS,7660,Black,M,0
COMPAS,7661,White,F,1
COMPAS,7663,White,F,0
COMPAS,7667,White,M,0
COMPAS,7668,Other,M,0
COMPAS,7669,Black,M,0
COMPAS,7670,Black,M,1
COMPAS,7672,Other,M,0
COMPAS,7673,Black,M,0
COMPAS,7674,Black,M,1
COMPAS,7675,White,M,1
COMPAS,7677,White,F,0
COMPAS,7678,Black,M,1
COMPAS,7679,White,M,1
